timestamp_us;participant;state;active_label_id;active_label_name;stream_index;ch0;ch1;ch2;ch3;ch4;ch5;ch6;ch7
10016601;Sofiia;PAUSED;0;rest;2;-1;2;0;0;-2;-1;-1;-2
10031250;Sofiia;PAUSED;0;rest;3;-2;0;-2;-1;0;-2;0;-1
10031250;Sofiia;PAUSED;0;rest;3;1;-11;-2;-2;-1;-1;-3;-2
10038085;Sofiia;PAUSED;0;rest;0;-1;2;0;-2;-1;0;-1;-2
10038085;Sofiia;PAUSED;0;rest;0;-2;0;-2;2;0;0;0;-2
10045898;Sofiia;PAUSED;0;rest;1;0;1;-1;1;-1;-1;-1;-1
10045898;Sofiia;PAUSED;0;rest;1;-1;0;-3;-1;1;0;0;1
10061523;Sofiia;PAUSED;0;rest;2;0;1;1;0;1;-2;0;1
10061523;Sofiia;PAUSED;0;rest;2;-1;-3;1;-1;-1;-1;0;0
10067382;Sofiia;PAUSED;0;rest;3;-1;-3;1;1;-1;-3;-2;-1
10067382;Sofiia;PAUSED;0;rest;3;-1;2;-1;1;1;1;-1;1
10076171;Sofiia;PAUSED;0;rest;0;-3;-2;-1;-1;-1;1;0;-2
10076171;Sofiia;PAUSED;0;rest;0;-1;1;-2;-2;0;0;0;0
10090820;Sofiia;PAUSED;0;rest;1;-6;-2;-3;-2;-1;0;0;-1
10090820;Sofiia;PAUSED;0;rest;1;0;-1;-1;0;1;0;0;-1
10097656;Sofiia;PAUSED;0;rest;2;0;2;1;-1;-2;-1;0;-1
10097656;Sofiia;PAUSED;0;rest;2;1;0;-3;0;0;-2;-1;-1
10106445;Sofiia;PAUSED;0;rest;3;0;-4;0;0;0;1;0;0
10106445;Sofiia;PAUSED;0;rest;3;-1;-1;-1;0;0;-1;-2;0
10121093;Sofiia;PAUSED;0;rest;0;-2;-1;-1;1;0;0;-2;-2
10121093;Sofiia;PAUSED;0;rest;0;-1;-2;-1;-1;1;-1;-1;-1
10127929;Sofiia;PAUSED;0;rest;1;6;-6;-4;-1;-1;-2;-2;0
10127929;Sofiia;PAUSED;0;rest;1;0;-1;0;-1;0;-2;0;-1
10136718;Sofiia;PAUSED;0;rest;2;0;-1;-1;-2;-2;-1;-1;-2
10136718;Sofiia;PAUSED;0;rest;2;0;2;-1;-3;-2;-3;-2;-1
10151367;Sofiia;PAUSED;0;rest;3;-1;0;-2;0;-1;-2;-2;-1
10151367;Sofiia;PAUSED;0;rest;3;-1;-2;0;-2;0;-1;0;-1
10157226;Sofiia;PAUSED;0;rest;0;1;-1;0;1;0;-1;0;0
10157226;Sofiia;PAUSED;0;rest;0;-1;-3;0;-3;0;-1;0;-1
10166015;Sofiia;PAUSED;0;rest;1;0;-1;1;0;1;0;0;-2
10166015;Sofiia;PAUSED;0;rest;1;-2;-1;-1;-2;-1;-2;-2;-3
10181640;Sofiia;PAUSED;0;rest;2;0;-4;-1;-1;1;0;1;0
10181640;Sofiia;PAUSED;0;rest;2;-2;-2;-2;1;0;1;1;-1
10187500;Sofiia;PAUSED;0;rest;3;-1;-2;-1;-1;-1;-1;-1;0
10187500;Sofiia;PAUSED;0;rest;3;0;0;0;1;0;-2;-1;-2
10196289;Sofiia;PAUSED;0;rest;0;-1;1;0;-1;-1;-1;0;0
10196289;Sofiia;PAUSED;0;rest;0;2;-1;0;-1;-1;0;-1;-1
10210937;Sofiia;PAUSED;0;rest;1;-2;1;0;-1;0;-1;2;0
10210937;Sofiia;PAUSED;0;rest;1;0;0;-1;0;1;0;1;-1
10216796;Sofiia;PAUSED;0;rest;2;0;1;-1;1;-2;-1;-2;-1
10216796;Sofiia;PAUSED;0;rest;2;-2;-1;-1;1;0;0;-1;0
10226562;Sofiia;PAUSED;0;rest;3;-2;0;0;-3;-1;0;-1;-2
10226562;Sofiia;PAUSED;0;rest;3;-1;-2;-2;0;0;0;-1;-2
10241210;Sofiia;PAUSED;0;rest;0;-2;0;-2;-1;-1;-2;-1;-1
10241210;Sofiia;PAUSED;0;rest;0;0;0;1;-1;-1;0;0;-2
10247070;Sofiia;PAUSED;0;rest;1;2;-6;-1;0;-1;-1;0;0
10247070;Sofiia;PAUSED;0;rest;1;1;-2;1;0;-1;-1;-1;2
10255859;Sofiia;PAUSED;0;rest;2;-2;-2;-3;1;-1;0;-1;0
10255859;Sofiia;PAUSED;0;rest;2;-2;-3;-2;-1;-1;0;0;-2
10271484;Sofiia;PAUSED;0;rest;3;-1;0;0;0;1;0;-2;-2
10271484;Sofiia;PAUSED;0;rest;3;0;-2;-1;-3;-2;0;-3;0
10277343;Sofiia;PAUSED;0;rest;0;-1;1;-1;-2;0;-1;-1;-1
10277343;Sofiia;PAUSED;0;rest;0;-1;1;-2;-1;-1;-1;0;0
10286132;Sofiia;PAUSED;0;rest;1;0;-3;-1;-1;0;-2;-2;-3
10286132;Sofiia;PAUSED;0;rest;1;-1;2;-1;0;-1;-1;0;1
