timestamp_us;participant;event;detail
1759582925725572;Marwan;PAUSE;user
1759582935626953;Marwan;RESUME;user
1759582935643885;Marwan;GET_READY;mild_radial_flexion
1759582938404391;Marwan;MOVE_ABORT;mild_radial_flexion|USER_PAUSE
1759582938429824;Marwan;PAUSE;user
1759582940806544;Marwan;RESUME;user
1759582940824530;Marwan;GET_READY;mild_ulnar_flexion
1759582943827435;Marwan;MOVE_START;mild_ulnar_flexion
1759582946632850;Marwan;MOVE_END;mild_ulnar_flexion
1759582948706531;Marwan;GET_READY;full_radial_flexion
1759582951706043;Marwan;MOVE_START;full_radial_flexion
1759582954258499;Marwan;MOVE_END;full_radial_flexion
1759582956798484;Marwan;GET_READY;full_extension
1759582959805755;Marwan;MOVE_START;full_extension
1759582962006473;Marwan;MOVE_END;full_extension
1759582964819446;Marwan;GET_READY;mild_radial_flexion
1759582967833610;Marwan;MOVE_START;mild_radial_flexion
1759582970671783;Marwan;MOVE_END;mild_radial_flexion
1759582973125798;Marwan;GET_READY;full_extension
1759582976126109;Marwan;MOVE_START;full_extension
1759582978847445;Marwan;MOVE_END;full_extension
1759582981025735;Marwan;GET_READY;mild_ulnar_flexion
1759582984019562;Marwan;MOVE_START;mild_ulnar_flexion
1759582987578219;Marwan;MOVE_END;mild_ulnar_flexion
1759582990066045;Marwan;GET_READY;full_ulnar_flexion
1759582993065165;Marwan;MOVE_START;full_ulnar_flexion
1759582997657794;Marwan;MOVE_END;full_ulnar_flexion
1759583000396726;Marwan;GET_READY;full_radial_flexion
1759583003391847;Marwan;MOVE_START;full_radial_flexion
1759583005544577;Marwan;MOVE_END;full_radial_flexion
1759583009093672;Marwan;GET_READY;mild_radial_flexion
1759583012106524;Marwan;MOVE_START;mild_radial_flexion
1759583015193416;Marwan;MOVE_END;mild_radial_flexion
1759583018430923;Marwan;GET_READY;mild_extension
1759583019627056;Marwan;MOVE_ABORT;mild_extension|USER_PAUSE
1759583019643051;Marwan;PAUSE;user
1759583060559337;Marwan;RESUME;user
1759583060575245;Marwan;GET_READY;mild_flexion
1759583063563560;Marwan;MOVE_START;mild_flexion
1759583067888297;Marwan;MOVE_END;mild_flexion
1759583071664903;Marwan;GET_READY;full_flexion
1759583074661313;Marwan;MOVE_START;full_flexion
1759583078728175;Marwan;MOVE_END;full_flexion
1759583082509446;Marwan;GET_READY;mild_extension
1759583085506601;Marwan;MOVE_START;mild_extension
1759583090415639;Marwan;MOVE_END;mild_extension
1759583093112845;Marwan;GET_READY;full_radial_flexion
1759583096122132;Marwan;MOVE_START;full_radial_flexion
1759583098382292;Marwan;MOVE_END;full_radial_flexion
1759583100663272;Marwan;GET_READY;full_extension
1759583103668859;Marwan;MOVE_START;full_extension
1759583107907392;Marwan;MOVE_END;full_extension
1759583111628953;Marwan;GET_READY;mild_flexion
1759583114636665;Marwan;MOVE_START;mild_flexion
1759583119052917;Marwan;MOVE_END;mild_flexion
1759583121316900;Marwan;GET_READY;full_flexion
1759583124313329;Marwan;MOVE_START;full_flexion
1759583126765772;Marwan;MOVE_END;full_flexion
1759583129890053;Marwan;GET_READY;mild_ulnar_flexion
1759583132889246;Marwan;MOVE_START;mild_ulnar_flexion
1759583137857493;Marwan;MOVE_END;mild_ulnar_flexion
1759583141165670;Marwan;GET_READY;mild_radial_flexion
1759583144166471;Marwan;MOVE_START;mild_radial_flexion
1759583148859078;Marwan;MOVE_END;mild_radial_flexion
1759583151699645;Marwan;GET_READY;mild_extension
1759583154687611;Marwan;MOVE_START;mild_extension
1759583155512621;Marwan;MOVE_ABORT;mild_extension|USER_PAUSE
1759583155544884;Marwan;PAUSE;user
1759583224853972;Marwan;RESUME;user
1759583224875647;Marwan;GET_READY;mild_extension
1759583226332127;Marwan;MOVE_ABORT;mild_extension|USER_PAUSE
1759583226357954;Marwan;PAUSE;user
1759583233852480;Marwan;RESUME;user
1759583233868193;Marwan;GET_READY;full_ulnar_flexion
1759583236871497;Marwan;MOVE_START;full_ulnar_flexion
1759583241414448;Marwan;MOVE_END;full_ulnar_flexion
1759583243442892;Marwan;GET_READY;mild_extension
1759583246447153;Marwan;MOVE_START;mild_extension
1759583247139535;Marwan;MOVE_ABORT;mild_extension|USER_PAUSE
1759583247155693;Marwan;PAUSE;user
1759583275206283;Marwan;SESSION_END;-
