timestamp_us;participant;event;detail
1759591529455166;Sofiia;GET_READY;mild_extension
1759591532453760;Sofiia;MOVE_START;mild_extension
1759591537387455;Sofiia;MOVE_END;mild_extension
1759591540177911;Sofiia;GET_READY;full_extension
1759591543175591;Sofiia;MOVE_START;full_extension
1759591548106194;Sofiia;MOVE_END;full_extension
1759591551268792;Sofiia;GET_READY;full_ulnar_flexion
1759591554290633;Sofiia;MOVE_START;full_ulnar_flexion
1759591557175743;Sofiia;MOVE_END;full_ulnar_flexion
1759591559725248;Sofiia;GET_READY;mild_radial_flexion
1759591562719368;Sofiia;MOVE_START;mild_radial_flexion
1759591567439654;Sofiia;MOVE_END;mild_radial_flexion
1759591569572708;Sofiia;GET_READY;full_radial_flexion
1759591572568910;Sofiia;MOVE_START;full_radial_flexion
1759591576348168;Sofiia;MOVE_END;full_radial_flexion
1759591579480297;Sofiia;GET_READY;mild_ulnar_flexion
1759591582472174;Sofiia;MOVE_START;mild_ulnar_flexion
1759591586279317;Sofiia;MOVE_END;mild_ulnar_flexion
1759591589327644;Sofiia;GET_READY;full_flexion
1759591592338654;Sofiia;MOVE_START;full_flexion
1759591596330145;Sofiia;MOVE_END;full_flexion
1759591598624908;Sofiia;GET_READY;full_extension
1759591601637457;Sofiia;MOVE_START;full_extension
1759591606018138;Sofiia;MOVE_END;full_extension
1759591609612538;Sofiia;GET_READY;full_radial_flexion
1759591612615914;Sofiia;MOVE_START;full_radial_flexion
1759591616217128;Sofiia;MOVE_END;full_radial_flexion
1759591618271886;Sofiia;GET_READY;mild_ulnar_flexion
1759591621283633;Sofiia;MOVE_START;mild_ulnar_flexion
1759591624401282;Sofiia;MOVE_END;mild_ulnar_flexion
1759591628202375;Sofiia;GET_READY;mild_radial_flexion
1759591631188166;Sofiia;MOVE_START;mild_radial_flexion
1759591635707094;Sofiia;MOVE_END;mild_radial_flexion
1759591638729275;Sofiia;GET_READY;full_flexion
1759591641728036;Sofiia;MOVE_START;full_flexion
1759591643944803;Sofiia;MOVE_END;full_flexion
1759591646941745;Sofiia;GET_READY;mild_extension
1759591649949427;Sofiia;MOVE_START;mild_extension
1759591654703325;Sofiia;MOVE_END;mild_extension
1759591657856218;Sofiia;GET_READY;mild_flexion
1759591660857352;Sofiia;MOVE_START;mild_flexion
1759591662960654;Sofiia;MOVE_END;mild_flexion
1759591666019674;Sofiia;GET_READY;full_ulnar_flexion
1759591669019881;Sofiia;MOVE_START;full_ulnar_flexion
1759591672385824;Sofiia;MOVE_END;full_ulnar_flexion
1759591675535928;Sofiia;GET_READY;mild_extension
1759591678539146;Sofiia;MOVE_START;mild_extension
1759591680588878;Sofiia;MOVE_END;mild_extension
1759591684281873;Sofiia;GET_READY;mild_flexion
1759591687297170;Sofiia;MOVE_START;mild_flexion
1759591691569264;Sofiia;MOVE_END;mild_flexion
1759591694421023;Sofiia;GET_READY;mild_ulnar_flexion
1759591697406256;Sofiia;MOVE_START;mild_ulnar_flexion
1759591700451992;Sofiia;MOVE_END;mild_ulnar_flexion
1759591703420110;Sofiia;GET_READY;mild_radial_flexion
1759591706417591;Sofiia;MOVE_START;mild_radial_flexion
1759591708536601;Sofiia;MOVE_END;mild_radial_flexion
1759591710990071;Sofiia;GET_READY;full_extension
1759591713985264;Sofiia;MOVE_START;full_extension
1759591717847183;Sofiia;MOVE_END;full_extension
1759591720405000;Sofiia;GET_READY;full_radial_flexion
1759591723392209;Sofiia;MOVE_START;full_radial_flexion
1759591725479101;Sofiia;MOVE_END;full_radial_flexion
1759591728025973;Sofiia;GET_READY;full_flexion
1759591731021307;Sofiia;MOVE_START;full_flexion
1759591735525416;Sofiia;MOVE_END;full_flexion
1759591738568908;Sofiia;GET_READY;full_ulnar_flexion
1759591741593034;Sofiia;MOVE_START;full_ulnar_flexion
1759591746201498;Sofiia;MOVE_END;full_ulnar_flexion
1759591749002805;Sofiia;GET_READY;full_flexion
1759591752013535;Sofiia;MOVE_START;full_flexion
1759591756842393;Sofiia;MOVE_END;full_flexion
1759591757772923;Sofiia;PAUSE;user
1759591759142365;Sofiia;GET_READY;full_radial_flexion
1759591762154968;Sofiia;MOVE_START;full_radial_flexion
1759591764977995;Sofiia;MOVE_END;full_radial_flexion
1759591768943277;Sofiia;GET_READY;mild_extension
1759591770327429;Sofiia;MOVE_ABORT;mild_extension|USER_PAUSE
1759591770361439;Sofiia;PAUSE;user
1759591778935001;Sofiia;SESSION_END;-
