timestamp_us;participant;event;detail
1760017233378150;Marwan;MOVE_START;full_radial_flexion
1760017237714637;Marwan;MOVE_END;full_radial_flexion
1760017240949347;Marwan;GET_READY;full_flexion
1760017243999769;Marwan;MOVE_START;full_flexion
1760017245982292;Marwan;MOVE_END;full_flexion
1760017249622238;Marwan;GET_READY;full_ulnar_flexion
1760017252643478;Marwan;MOVE_START;full_ulnar_flexion
1760017256247433;Marwan;MOVE_END;full_ulnar_flexion
1760017259713782;Marwan;GET_READY;mild_ulnar_flexion
1760017262740319;Marwan;MOVE_START;mild_ulnar_flexion
1760017265869323;Marwan;MOVE_END;mild_ulnar_flexion
1760017269717127;Marwan;GET_READY;mild_radial_flexion
1760017272742926;Marwan;MOVE_START;mild_radial_flexion
1760017276440643;Marwan;MOVE_END;mild_radial_flexion
1760017280331035;Marwan;GET_READY;full_extension
1760017283389623;Marwan;MOVE_START;full_extension
1760017287945254;Marwan;MOVE_END;full_extension
1760017290998689;Marwan;GET_READY;mild_extension
1760017294010911;Marwan;MOVE_START;mild_extension
1760017297558906;Marwan;MOVE_END;mild_extension
1760017300730311;Marwan;GET_READY;mild_radial_flexion
1760017303758359;Marwan;MOVE_START;mild_radial_flexion
1760017308139903;Marwan;MOVE_END;mild_radial_flexion
1760017310224031;Marwan;GET_READY;mild_flexion
1760017313252574;Marwan;MOVE_START;mild_flexion
1760017316349777;Marwan;MOVE_END;mild_flexion
1760017318700666;Marwan;GET_READY;full_extension
1760017321714061;Marwan;MOVE_START;full_extension
1760017325031304;Marwan;MOVE_END;full_extension
1760017328620473;Marwan;GET_READY;mild_extension
1760017331633663;Marwan;MOVE_START;mild_extension
1760017335078279;Marwan;MOVE_END;mild_extension
1760017338707562;Marwan;GET_READY;full_flexion
1760017341745268;Marwan;MOVE_START;full_flexion
1760017345804289;Marwan;MOVE_END;full_flexion
1760017346768326;Marwan;PAUSE;user
1760017348907776;Marwan;GET_READY;full_ulnar_flexion
1760017351922619;Marwan;MOVE_START;full_ulnar_flexion
1760017353947000;Marwan;MOVE_END;full_ulnar_flexion
1760017356610902;Marwan;GET_READY;mild_ulnar_flexion
1760017359625199;Marwan;MOVE_START;mild_ulnar_flexion
1760017364372705;Marwan;MOVE_END;mild_ulnar_flexion
1760017366595672;Marwan;GET_READY;full_radial_flexion
1760017369602337;Marwan;MOVE_START;full_radial_flexion
1760017373608093;Marwan;MOVE_END;full_radial_flexion
1760017376607423;Marwan;GET_READY;mild_extension
1760017379641481;Marwan;MOVE_START;mild_extension
1760017381660398;Marwan;MOVE_END;mild_extension
1760017384887797;Marwan;GET_READY;full_flexion
1760017387902497;Marwan;MOVE_START;full_flexion
1760017392795992;Marwan;MOVE_END;full_flexion
1760017396094980;Marwan;GET_READY;full_ulnar_flexion
1760017399106505;Marwan;MOVE_START;full_ulnar_flexion
1760017401921236;Marwan;MOVE_END;full_ulnar_flexion
1760017404211675;Marwan;GET_READY;mild_radial_flexion
1760017407240744;Marwan;MOVE_START;mild_radial_flexion
1760017410367651;Marwan;MOVE_END;mild_radial_flexion
1760017413854358;Marwan;GET_READY;full_extension
1760017416877797;Marwan;MOVE_START;full_extension
1760017421670991;Marwan;MOVE_END;full_extension
1760017425108667;Marwan;GET_READY;full_radial_flexion
1760017428176668;Marwan;MOVE_START;full_radial_flexion
1760017432838670;Marwan;MOVE_END;full_radial_flexion
1760017436333202;Marwan;GET_READY;mild_ulnar_flexion
1760017439328229;Marwan;MOVE_START;mild_ulnar_flexion
1760017443678894;Marwan;MOVE_END;mild_ulnar_flexion
1760017447575004;Marwan;GET_READY;mild_flexion
1760017450580199;Marwan;MOVE_START;mild_flexion
1760017452617019;Marwan;MOVE_END;mild_flexion
1760017455049063;Marwan;GET_READY;mild_extension
1760017458053151;Marwan;MOVE_START;mild_extension
1760017462032091;Marwan;MOVE_END;mild_extension
1760017465384173;Marwan;GET_READY;mild_radial_flexion
1760017468390857;Marwan;MOVE_START;mild_radial_flexion
1760017471492020;Marwan;MOVE_END;mild_radial_flexion
1760017474317225;Marwan;GET_READY;mild_flexion
1760017477331982;Marwan;MOVE_START;mild_flexion
1760017480831676;Marwan;MOVE_END;mild_flexion
1760017483223215;Marwan;GET_READY;mild_ulnar_flexion
1760017486252140;Marwan;MOVE_START;mild_ulnar_flexion
1760017489699176;Marwan;MOVE_END;mild_ulnar_flexion
1760017491755303;Marwan;GET_READY;full_radial_flexion
1760017494780641;Marwan;MOVE_START;full_radial_flexion
1760017497713506;Marwan;MOVE_END;full_radial_flexion
1760017500566354;Marwan;GET_READY;full_extension
1760017503573879;Marwan;MOVE_START;full_extension
1760017506607019;Marwan;MOVE_END;full_extension
1760017508902242;Marwan;GET_READY;full_flexion
1760017511891094;Marwan;MOVE_START;full_flexion
1760017515976679;Marwan;MOVE_END;full_flexion
1760017519998502;Marwan;GET_READY;full_ulnar_flexion
1760017522986929;Marwan;MOVE_START;full_ulnar_flexion
1760017527449555;Marwan;MOVE_END;full_ulnar_flexion
1760017530791746;Marwan;GET_READY;mild_radial_flexion
1760017533803100;Marwan;MOVE_START;mild_radial_flexion
1760017538613535;Marwan;MOVE_END;mild_radial_flexion
1760017541358282;Marwan;GET_READY;mild_extension
1760017544392174;Marwan;MOVE_START;mild_extension
1760017548173063;Marwan;MOVE_END;mild_extension
1760017551706897;Marwan;GET_READY;mild_flexion
1760017554702320;Marwan;MOVE_START;mild_flexion
1760017557834815;Marwan;MOVE_END;mild_flexion
1760017560169640;Marwan;GET_READY;full_extension
1760017562636911;Marwan;AUTOPAUSE_NO_DATA;>0.75s
1760017562636911;Marwan;MOVE_ABORT;full_extension|USER_PAUSE
1760017562688596;Marwan;PAUSE;user
1760018032208036;Marwan;RESUME;user
1760018032254088;Marwan;GET_READY;full_radial_flexion
1760018035312537;Marwan;MOVE_START;full_radial_flexion
1760018037964130;Marwan;MOVE_END;full_radial_flexion
1760018041061407;Marwan;GET_READY;full_ulnar_flexion
1760018044061968;Marwan;MOVE_START;full_ulnar_flexion
1760018046419610;Marwan;MOVE_END;full_ulnar_flexion
1760018048643622;Marwan;GET_READY;mild_ulnar_flexion
1760018051651596;Marwan;MOVE_START;mild_ulnar_flexion
1760018055906466;Marwan;MOVE_END;mild_ulnar_flexion
1760018058740701;Marwan;GET_READY;full_flexion
1760018061733903;Marwan;MOVE_START;full_flexion
1760018066022266;Marwan;MOVE_END;full_flexion
1760018069792283;Marwan;GET_READY;full_extension
1760018072838597;Marwan;MOVE_START;full_extension
1760018076109073;Marwan;MOVE_END;full_extension
1760018078625354;Marwan;GET_READY;mild_ulnar_flexion
1760018081644739;Marwan;MOVE_START;mild_ulnar_flexion
1760018086327644;Marwan;MOVE_END;mild_ulnar_flexion
1760018090120813;Marwan;GET_READY;mild_flexion
1760018093111538;Marwan;MOVE_START;mild_flexion
1760018098140926;Marwan;MOVE_END;mild_flexion
1760018101694157;Marwan;GET_READY;full_flexion
1760018104705971;Marwan;MOVE_START;full_flexion
1760018107622233;Marwan;MOVE_END;full_flexion
1760018111341577;Marwan;GET_READY;full_extension
1760018114385588;Marwan;MOVE_START;full_extension
1760018118398602;Marwan;MOVE_END;full_extension
1760018121351665;Marwan;GET_READY;mild_radial_flexion
1760018124404103;Marwan;MOVE_START;mild_radial_flexion
1760018128601968;Marwan;MOVE_END;mild_radial_flexion
1760018132711354;Marwan;GET_READY;full_radial_flexion
1760018135747400;Marwan;MOVE_START;full_radial_flexion
1760018140638318;Marwan;MOVE_END;full_radial_flexion
1760018142882820;Marwan;GET_READY;full_ulnar_flexion
1760018145921531;Marwan;MOVE_START;full_ulnar_flexion
1760018149030254;Marwan;MOVE_END;full_ulnar_flexion
1760018152492915;Marwan;GET_READY;mild_extension
1760018155515774;Marwan;MOVE_START;mild_extension
1760018158584692;Marwan;MOVE_END;mild_extension
1760018164204784;Marwan;SESSION_END;-
